variable_id,variable_name,event,characteristic,source,type,un_id,output_id,output_id_old,output_name,output_status
death2b,Age,Death,Decedent,Derived,Integer,NA,table_6_01,T6.1,"Leading causes of death by broad age group and sex, year",NA
death2b,Age,Death,Decedent,Derived,Integer,NA,table_6_05,T6.5,"10 leading causes of death, infants and children (0–4 years, both sexes combined), year",Priority
death2b,Age,Death,Decedent,Derived,Integer,NA,table_6_06,T6.6,"10 leading causes of death, children (5–14 years, both sexes combined), year",Priority
death2b,Age,Death,Decedent,Derived,Integer,NA,table_6_07,T6.7,"10 leading causes of death, adolescents and adults (15–69 years, males), year",Priority
death2b,Age,Death,Decedent,Derived,Integer,NA,table_6_08,T6.8,"10 leading causes of death, adolescents and adults (15–69 years, females), year",Priority
death2b,Age,Death,Decedent,Derived,Integer,NA,table_6_09,T6.9,"10 leading causes of death, older adults (15–69 years, males), year",Priority
death2b,Age,Death,Decedent,Derived,Integer,NA,table_6_10,T6.10,"10 leading causes of death, older adults (15–69 years, females), year",Priority
death2b,Age,Death,Decedent,Derived,Integer,ST-9,table_8_01,T8.1,"Live births, deaths, and infant and child deaths by year of occurrence, year",NA
death2b,Age,Death,Decedent,Derived,Integer,ST-1,table_8_02,T8.2,"Live births, deaths, and infant and child deaths by place of usual residence of mother (births) or decedent (deaths), year",NA
death2b,Age,Death,Decedent,Derived,Integer,ST-9,table_8_03,T8.3,Fertility and mortality indicators by year of occurrence,NA
death2b,Age,Death,Decedent,Derived,Integer,ST-2,table_8_04,T8.4,"Fertility and mortality indicators by place of usual residence of mother (births and infant deaths) or decedent (other deaths), year",NA
death2b,Age,Death,Decedent,Derived,Integer,NA,figure_5_02,F5.2,"Deaths by sex and age of decedent, year",Priority
death2b,Age,Death,Decedent,Derived,Integer,NA,figure_5_04,F5.4,"Age-specific mortality rate by sex, year",Priority
death2b,Age,Death,Decedent,Derived,Integer,NA,figure_5_05,F5.5,Life expectancy at birth by sex and year of occurrence,NA
death2b,Age,Death,Decedent,Derived,Integer,NA,figure_6_02,F6.2,"Deaths by broad disease group and age, males, year",Priority
death2b,Age,Death,Decedent,Derived,Integer,NA,figure_6_03,F6.3,"Deaths by broad disease group and age, females, year",Priority
death2o,Place of usual residence,Death,Decedent,Direct,Character,NA,table_3_07,T3.7,"Death registration completeness by place of usual residence and sex of decedent, year",NA
death2o,Place of usual residence,Death,Decedent,Direct,Character,NA,table_3_09,T3.9,"Adjustment of deaths by place of usual residence and sex of decedent, year",NA
death2o,Place of usual residence,Death,Decedent,Direct,Character,DE-1,table_5_02,T5.2,"Deaths by place of usual residence and sex of decedent, year",Priority
death2o,Place of usual residence,Death,Decedent,Direct,Character,DE-2,table_5_03,T5.3,"Deaths by place of occurrence and place of usual residence of decedent, males, year",Priority
death2o,Place of usual residence,Death,Decedent,Direct,Character,DE-2,table_5_04,T5.4,"Deaths by place of occurrence and place of usual residence of decedent, females, year",Priority
death2o,Place of usual residence,Death,Decedent,Direct,Character,NA,table_5_08,T5.8,"Crude death rate (CDR) by place of usual residence of decedent, year",Priority
death2o,Place of usual residence,Death,Decedent,Direct,Character,ST-1,table_8_02,T8.2,"Live births, deaths, and infant and child deaths by place of usual residence of mother (births) or decedent (deaths), year",NA
death2o,Place of usual residence,Death,Decedent,Direct,Character,ST-2,table_8_04,T8.4,"Fertility and mortality indicators by place of usual residence of mother (births and infant deaths) or decedent (other deaths), year",NA
death2p,Place of usual residence of the mother (for deaths under 1 year of age),Death,Decedent,Direct,Character,NA,table_3_07,T3.7,"Death registration completeness by place of usual residence and sex of decedent, year",NA
death2p,Place of usual residence of the mother (for deaths under 1 year of age),Death,Decedent,Direct,Character,NA,table_3_09,T3.9,"Adjustment of deaths by place of usual residence and sex of decedent, year",NA
death2p,Place of usual residence of the mother (for deaths under 1 year of age),Death,Decedent,Direct,Character,DE-1,table_5_02,T5.2,"Deaths by place of usual residence and sex of decedent, year",Priority
death2p,Place of usual residence of the mother (for deaths under 1 year of age),Death,Decedent,Direct,Character,DE-2,table_5_03,T5.3,"Deaths by place of occurrence and place of usual residence of decedent, males, year",Priority
death2p,Place of usual residence of the mother (for deaths under 1 year of age),Death,Decedent,Direct,Character,DE-2,table_5_04,T5.4,"Deaths by place of occurrence and place of usual residence of decedent, females, year",Priority
death2p,Place of usual residence of the mother (for deaths under 1 year of age),Death,Decedent,Direct,Character,NA,table_5_08,T5.8,"Crude death rate (CDR) by place of usual residence of decedent, year",Priority
death2p,Place of usual residence of the mother (for deaths under 1 year of age),Death,Decedent,Direct,Character,ST-1,table_8_02,T8.2,"Live births, deaths, and infant and child deaths by place of usual residence of mother (births) or decedent (deaths), year",NA
death2p,Place of usual residence of the mother (for deaths under 1 year of age),Death,Decedent,Direct,Character,ST-2,table_8_04,T8.4,"Fertility and mortality indicators by place of usual residence of mother (births and infant deaths) or decedent (other deaths), year",NA
death2r,Urban/rural residence,Death,Decedent,Derived,Character,DE-1,table_5_02,T5.2,"Deaths by place of usual residence and sex of decedent, year",Priority
death2r,Urban/rural residence,Death,Decedent,Derived,Character,DE-5,table_5_06,T5.6,"Deaths by age and sex of decedent, urban areas, year",Priority
death2r,Urban/rural residence,Death,Decedent,Derived,Character,DE-5,table_5_07,T5.7,"Deaths by age and sex of decedent, rural areas, year",Priority
death1j,"Death occurring during pregnancy, childbirth and puerperium (for females between 15 and 49 years of age)",Death,Event,Additional,Character,NA,table_5_10,T5.10,Maternal mortality by year of occurrence,Priority
death1j,"Death occurring during pregnancy, childbirth and puerperium (for females between 15 and 49 years of age)",Death,Event,Additional,Character,ST-9,table_8_03,T8.3,Fertility and mortality indicators by year of occurrence,NA
death1j,"Death occurring during pregnancy, childbirth and puerperium (for females between 15 and 49 years of age)",Death,Event,Additional,Character,ST-2,table_8_04,T8.4,"Fertility and mortality indicators by place of usual residence of mother (births and infant deaths) or decedent (other deaths), year",NA
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_01,T6.1,"Leading causes of death by broad age group and sex, year",NA
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_02,T6.2,"Top 10 causes of death (all ages, both sexes), year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_03,T6.3,"10 leading causes of death, males, year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_04,T6.4,"10 leading causes of death, females, year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_05,T6.5,"10 leading causes of death, infants and children (0–4 years, both sexes combined), year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_06,T6.6,"10 leading causes of death, children (5–14 years, both sexes combined), year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_07,T6.7,"10 leading causes of death, adolescents and adults (15–69 years, males), year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_08,T6.8,"10 leading causes of death, adolescents and adults (15–69 years, females), year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_09,T6.9,"10 leading causes of death, older adults (15–69 years, males), year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,table_6_10,T6.10,"10 leading causes of death, older adults (15–69 years, females), year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,figure_6_01,F6.1,"Deaths by broad group, including ill-defined codes, year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,figure_6_02,F6.2,"Deaths by broad disease group and age, males, year",Priority
death1g,Cause of death,Death,Event,Direct,Character,NA,figure_6_03,F6.3,"Deaths by broad disease group and age, females, year",Priority
marriage1a,Date of occurrence,Marriage,Event,Direct,Date,NA,table_7_01,T7.1,Summary statistics on marriages and divorces by year of occurrence,NA
marriage1a,Date of occurrence,Marriage,Event,Direct,Date,MA-2,table_7_02,T7.2,"Marriages by place of usual residence of groom and age of bride and of groom, urban areas, year",Priority
marriage1a,Date of occurrence,Marriage,Event,Direct,Date,MA-2,table_7_03,T7.3,"Marriages by place of usual residence of groom and age of bride and of groom, rural areas, year",Priority
marriage1a,Date of occurrence,Marriage,Event,Direct,Date,MA-3,table_7_04,T7.4,"Marriages by age of groom and previous marital status, year",Priority
marriage1a,Date of occurrence,Marriage,Event,Direct,Date,MA-3,table_7_05,T7.5,"Marriages by age of bride and previous marital status, year",Priority
marriage1a,Date of occurrence,Marriage,Event,Direct,Date,ST-9,table_8_05,T8.5,Marriage and divorce indicators by year of occurrence,NA
marriage1a,Date of occurrence,Marriage,Event,Direct,Date,NA,figure_7_01,F7.1,Marriages by year of occurrence,Priority
marriage1a,Date of occurrence,Marriage,Event,Direct,Date,NA,figure_7_02,F7.2,Average age at first marriage by sex and year of occurrence,Priority
marriage1b,Date of registration,Marriage,Event,Direct,Date,NA,table_7_01,T7.1,Summary statistics on marriages and divorces by year of occurrence,NA
marriage1b,Date of registration,Marriage,Event,Direct,Date,MA-2,table_7_02,T7.2,"Marriages by place of usual residence of groom and age of bride and of groom, urban areas, year",Priority
marriage1b,Date of registration,Marriage,Event,Direct,Date,MA-2,table_7_03,T7.3,"Marriages by place of usual residence of groom and age of bride and of groom, rural areas, year",Priority
marriage1b,Date of registration,Marriage,Event,Direct,Date,MA-3,table_7_04,T7.4,"Marriages by age of groom and previous marital status, year",Priority
marriage1b,Date of registration,Marriage,Event,Direct,Date,MA-3,table_7_05,T7.5,"Marriages by age of bride and previous marital status, year",Priority
marriage1b,Date of registration,Marriage,Event,Direct,Date,ST-9,table_8_05,T8.5,Marriage and divorce indicators by year of occurrence,NA
marriage1b,Date of registration,Marriage,Event,Direct,Date,NA,figure_7_01,F7.1,Marriages by year of occurrence,Priority
marriage1b,Date of registration,Marriage,Event,Direct,Date,NA,figure_7_02,F7.2,Average age at first marriage by sex and year of occurrence,Priority
marriage2b,Age,Marriage,Bride,Derived,Integer,MA-2,table_7_02,T7.2,"Marriages by place of usual residence of groom and age of bride and of groom, urban areas, year",Priority
marriage2b,Age,Marriage,Bride,Derived,Integer,MA-2,table_7_03,T7.3,"Marriages by place of usual residence of groom and age of bride and of groom, rural areas, year",Priority
marriage2b,Age,Marriage,Bride,Derived,Integer,MA-3,table_7_05,T7.5,"Marriages by age of bride and previous marital status, year",Priority
marriage2b,Age,Marriage,Bride,Derived,Integer,ST-9,table_8_05,T8.5,Marriage and divorce indicators by year of occurrence,NA
marriage2b,Age,Marriage,Bride,Derived,Integer,NA,figure_7_02,F7.2,Average age at first marriage by sex and year of occurrence,Priority
marriage3b,Age,Marriage,Groom,Derived,Integer,MA-2,table_7_02,T7.2,"Marriages by place of usual residence of groom and age of bride and of groom, urban areas, year",Priority
marriage3b,Age,Marriage,Groom,Derived,Integer,MA-2,table_7_03,T7.3,"Marriages by place of usual residence of groom and age of bride and of groom, rural areas, year",Priority
marriage3b,Age,Marriage,Groom,Derived,Integer,MA-3,table_7_04,T7.4,"Marriages by age of groom and previous marital status, year",Priority
marriage3b,Age,Marriage,Groom,Derived,Integer,ST-9,table_8_05,T8.5,Marriage and divorce indicators by year of occurrence,NA
marriage3b,Age,Marriage,Groom,Derived,Integer,NA,figure_7_02,F7.2,Average age at first marriage by sex and year of occurrence,Priority
marriage3m,Place of usual residence,Marriage,Groom,Direct,Character,MA-2,table_7_02,T7.2,"Marriages by place of usual residence of groom and age of bride and of groom, urban areas, year",Priority
marriage3m,Place of usual residence,Marriage,Groom,Direct,Character,MA-2,table_7_03,T7.3,"Marriages by place of usual residence of groom and age of bride and of groom, rural areas, year",Priority
marriage2c,Marital status (previous),Marriage,Bride,Additional,Character,MA-3,table_7_05,T7.5,"Marriages by age of bride and previous marital status, year",Priority
marriage3c,Marital status (previous),Marriage,Groom,Additional,Character,MA-3,table_7_04,T7.4,"Marriages by age of groom and previous marital status, year",Priority
divorce2b,Age,Divorce,Wife,Derived,Integer,DI-2,table_7_06,T7.6,"Divorces by age of husband and wife, year",Priority
divorce2b,Age,Divorce,Wife,Derived,Integer,DI-3,table_7_08,T7.8,"Divorces by duration of marriage and age of wife, year",Priority
divorce2b,Age,Divorce,Wife,Derived,Integer,ST-9,table_8_05,T8.5,Marriage and divorce indicators by year of occurrence,NA
divorce2b,Age,Divorce,Wife,Derived,Integer,NA,figure_7_04,F7.4,Average age at divorce by sex and year of occurrence,Priority
divorce2b,Age,Divorce,Wife,Derived,Integer,NA,figure_7_05,F7.5,Age-specific divorce rate by sex and year of occurrence,Priority
divorce3b,Age,Divorce,Husband,Derived,Integer,DI-2,table_7_06,T7.6,"Divorces by age of husband and wife, year",Priority
divorce3b,Age,Divorce,Husband,Derived,Integer,DI-3,table_7_07,T7.7,"Divorces by duration of marriage and age of husband, year",Priority
divorce3b,Age,Divorce,Husband,Derived,Integer,ST-9,table_8_05,T8.5,Marriage and divorce indicators by year of occurrence,NA
divorce3b,Age,Divorce,Husband,Derived,Integer,NA,figure_7_04,F7.4,Average age at divorce by sex and year of occurrence,Priority
divorce3b,Age,Divorce,Husband,Derived,Integer,NA,figure_7_05,F7.5,Age-specific divorce rate by sex and year of occurrence,Priority
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,DI-2,table_7_06,T7.6,"Divorces by age of husband and wife, year",Priority
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,DI-3,table_7_07,T7.7,"Divorces by duration of marriage and age of husband, year",Priority
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,DI-3,table_7_08,T7.8,"Divorces by duration of marriage and age of wife, year",Priority
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,DI-4,table_7_09,T7.9,"Divorces by duration of marriage and number of dependent children, year",Priority
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,ST-9,table_8_05,T8.5,Marriage and divorce indicators by year of occurrence,NA
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,NA,figure_7_03,F7.3,Divorces by year of occurrence,Priority
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,NA,figure_7_04,F7.4,Average age at divorce by sex and year of occurrence,Priority
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,NA,figure_7_05,F7.5,Age-specific divorce rate by sex and year of occurrence,Priority
divorce1a,Date of occurrence,Divorce,Event,Direct,Date,NA,figure_7_06,F7.6,Divorces by duration of marriage and year of occurrence,Priority
divorce1b,Date of registration,Divorce,Event,Direct,Date,DI-2,table_7_06,T7.6,"Divorces by age of husband and wife, year",Priority
divorce1b,Date of registration,Divorce,Event,Direct,Date,DI-3,table_7_07,T7.7,"Divorces by duration of marriage and age of husband, year",Priority
divorce1b,Date of registration,Divorce,Event,Direct,Date,DI-3,table_7_08,T7.8,"Divorces by duration of marriage and age of wife, year",Priority
divorce1b,Date of registration,Divorce,Event,Direct,Date,DI-4,table_7_09,T7.9,"Divorces by duration of marriage and number of dependent children, year",Priority
divorce1b,Date of registration,Divorce,Event,Direct,Date,ST-9,table_8_05,T8.5,Marriage and divorce indicators by year of occurrence,NA
divorce1b,Date of registration,Divorce,Event,Direct,Date,NA,figure_7_03,F7.3,Divorces by year of occurrence,Priority
divorce1b,Date of registration,Divorce,Event,Direct,Date,NA,figure_7_04,F7.4,Average age at divorce by sex and year of occurrence,Priority
divorce1b,Date of registration,Divorce,Event,Direct,Date,NA,figure_7_05,F7.5,Age-specific divorce rate by sex and year of occurrence,Priority
divorce1b,Date of registration,Divorce,Event,Direct,Date,NA,figure_7_06,F7.6,Divorces by duration of marriage and year of occurrence,Priority
divorce2g,Duration of marriage,Divorce,Wife,Derived,Integer,DI-3,table_7_08,T7.8,"Divorces by duration of marriage and age of wife, year",Priority
divorce2g,Duration of marriage,Divorce,Wife,Derived,Integer,DI-4,table_7_09,T7.9,"Divorces by duration of marriage and number of dependent children, year",Priority
divorce2g,Duration of marriage,Divorce,Wife,Derived,Integer,NA,figure_7_06,F7.6,Divorces by duration of marriage and year of occurrence,Priority
divorce3g,Duration of marriage,Divorce,Husband,Derived,Integer,DI-3,table_7_07,T7.7,"Divorces by duration of marriage and age of husband, year",Priority
divorce3g,Duration of marriage,Divorce,Husband,Derived,Integer,DI-4,table_7_09,T7.9,"Divorces by duration of marriage and number of dependent children, year",Priority
divorce3g,Duration of marriage,Divorce,Husband,Derived,Integer,NA,figure_7_06,F7.6,Divorces by duration of marriage and year of occurrence,Priority
divorce2d,Number of dependent children of divorced persons,Divorce,Wife,Additional,Integer,DI-4,table_7_09,T7.9,"Divorces by duration of marriage and number of dependent children, year",Priority
